x,y,value,rgb_distance
12.4485981,0.888888889,875.675675676,2.236068
12.6168224,0.888888889,875.675675676,2.236068
12.7850467,0.888888889,875.675675676,2.236068
12.953271,0.888888889,875.675675676,2.236068
13.1214953,0.888888889,843.243243243,1.5
13.2897196,0.888888889,843.243243243,1.5
13.4579439,0.888888889,843.243243243,1.5
13.6261682,0.888888889,843.243243243,1.5
13.7943925,0.888888889,843.243243243,1.5
13.9626168,0.888888889,843.243243243,1.5
14.1308411,0.888888889,843.243243243,1.5
14.2990654,0.888888889,843.243243243,3.201562
14.4672897,0.888888889,843.243243243,4.821825
14.635514,0.888888889,843.243243243,4.821825
14.8037383,0.888888889,843.243243243,7.826238
14.9719626,0.888888889,875.675675676,21.93171
15.1401869,0.888888889,745.945945946,18.86796
15.3084112,0.888888889,843.243243243,3.5
15.4766355,0.888888889,843.243243243,3.354102
15.6448598,0.888888889,843.243243243,3.201562
15.8130841,0.888888889,875.675675676,2.236068
15.9813084,0.888888889,875.675675676,2.236068
16.1495327,0.888888889,875.675675676,2.236068
16.317757,0.888888889,875.675675676,3
16.4859813,0.888888889,875.675675676,4.123106
16.6542056,0.888888889,875.675675676,3.316625
16.8224299,0.888888889,843.243243243,7.889867
16.9906542,0.888888889,908.108108108,17.62101
17.1588785,0.888888889,778.378378378,27.89265
17.3271028,0.888888889,908.108108108,27.95532
17.4953271,0.888888889,940.540540541,3.354102
17.6635514,0.888888889,908.108108108,3.535534
17.8317757,0.888888889,908.108108108,4.743416
18,0.888888889,,104.0108
0,0.851851852,,97.69084
0.168224299,0.851851852,843.243243243,1.5
0.336448598,0.851851852,810.810810811,4.609772
0.504672897,0.851851852,810.810810811,4.609772
0.672897196,0.851851852,810.810810811,4.609772
0.841121495,0.851851852,810.810810811,4.609772
1.00934579,0.851851852,810.810810811,4.609772
1.17757009,0.851851852,810.810810811,4.609772
1.34579439,0.851851852,843.243243243,5.024938
1.51401869,0.851851852,843.243243243,4.031129
1.68224299,0.851851852,843.243243243,4.031129
1.85046729,0.851851852,843.243243243,4.031129
2.01869159,0.851851852,843.243243243,4.031129
2.18691589,0.851851852,843.243243243,3.5
2.35514019,0.851851852,843.243243243,3.201562
2.52336449,0.851851852,843.243243243,1.802776
2.69158879,0.851851852,843.243243243,2.692582
2.85981308,0.851851852,875.675675676,2.44949
3.02803738,0.851851852,875.675675676,3.464102
3.19626168,0.851851852,908.108108108,5.147815
3.36448598,0.851851852,908.108108108,4.062019
3.53271028,0.851851852,908.108108108,3.24037
3.70093458,0.851851852,908.108108108,2.738613
3.86915888,0.851851852,908.108108108,3.674235
4.03738318,0.851851852,908.108108108,4.41588
4.20560748,0.851851852,875.675675676,4.690416
4.37383178,0.851851852,875.675675676,3.464102
4.54205607,0.851851852,875.675675676,2.44949
4.71028037,0.851851852,875.675675676,2.236068
4.87850467,0.851851852,843.243243243,1.5
5.04672897,0.851851852,843.243243243,2.061553
5.21495327,0.851851852,843.243243243,3.201562
5.38317757,0.851851852,810.810810811,4.387482
5.55140187,0.851851852,810.810810811,1.802776
5.71962617,0.851851852,810.810810811,7.228416
5.88785047,0.851851852,810.810810811,6.800735
6.05607477,0.851851852,778.378378378,6.403124
6.22429907,0.851851852,778.378378378,4.358899
6.39252336,0.851851852,778.378378378,4.358899
6.56074766,0.851851852,778.378378378,4.358899
6.72897196,0.851851852,778.378378378,5.656854
6.89719626,0.851851852,778.378378378,5.656854
7.06542056,0.851851852,778.378378378,5.09902
7.23364486,0.851851852,778.378378378,4.582576
7.40186916,0.851851852,778.378378378,5
7.57009346,0.851851852,778.378378378,5.744563
7.73831776,0.851851852,810.810810811,4.153312
7.90654206,0.851851852,810.810810811,4.153312
8.07476636,0.851851852,810.810810811,4.153312
8.24299065,0.851851852,810.810810811,4.716991
8.41121495,0.851851852,810.810810811,4.609772
8.57943925,0.851851852,843.243243243,4.387482
8.74766355,0.851851852,843.243243243,3.5
8.91588785,0.851851852,843.243243243,6.576473
9.08411215,0.851851852,843.243243243,4.5
9.25233645,0.851851852,843.243243243,4.716991
9.42056075,0.851851852,843.243243243,4.272002
9.58878505,0.851851852,843.243243243,2.692582
9.75700935,0.851851852,843.243243243,2.692582
9.92523364,0.851851852,843.243243243,2.692582
10.0934579,0.851851852,843.243243243,2.692582
10.2616822,0.851851852,843.243243243,2.692582
10.4299065,0.851851852,875.675675676,3.162278
10.5981308,0.851851852,843.243243243,3.5
10.7663551,0.851851852,875.675675676,2.828427
10.9345794,0.851851852,875.675675676,2.828427
11.1028037,0.851851852,875.675675676,2.828427
11.271028,0.851851852,875.675675676,2.828427
11.4392523,0.851851852,875.675675676,2.828427
11.6074766,0.851851852,843.243243243,3.5
11.7757009,0.851851852,843.243243243,3.5
11.9439252,0.851851852,843.243243243,3.5
12.1121495,0.851851852,843.243243243,2.692582
12.2803738,0.851851852,843.243243243,2.692582
12.4485981,0.851851852,843.243243243,2.692582
12.6168224,0.851851852,843.243243243,2.692582
12.7850467,0.851851852,843.243243243,2.692582
12.953271,0.851851852,843.243243243,2.692582
13.1214953,0.851851852,843.243243243,2.5
